,gene_id,gene_symbol,gene_entrez,gene_desc,hos_log2FC,hos_padj,hos_rank,os17_log2FC,os17_padj,os17_rank,rank_sum,gene_rank
1265,ENSG00000163811,WDR43,23160,WD repeat domain 43,0.678410617,1.42E-51,1146,0.655554213,9.89E-38,847,1993,783
596,ENSG00000154642,C21orf91,54149,chromosome 21 open reading frame 91,1.35159062,5.85E-103,477,0.844746827,4.94E-21,1516,1993,784
300,ENSG00000133935,ERG28,11161,ergosterol biosynthesis 28 homolog,-2.037351112,1.31E-170,181,-1.689587277,7.51E-17,1812,1993,785
1591,ENSG00000198420,TCAF1,9747,TRPM8 channel associated factor 1,-1.145553953,3.27E-40,1472,-1.133697796,1.96E-54,526,1998,786
1574,ENSG00000187243,MAGED4B,81557,MAGE family member D4B,-2.308690292,1.39E-40,1455,-2.619478358,4.91E-53,544,1999,787
780,ENSG00000255302,EID1,23741,EP300 interacting inhibitor of differentiation 1,-0.724798827,2.18E-81,661,-0.759971914,4.63E-24,1338,1999,788
405,ENSG00000135124,P2RX4,5025,purinergic receptor P2X 4,1.864597768,1.50E-135,286,1.11666847,3.52E-18,1713,1999,789
540,ENSG00000187109,NAP1L1,4673,nucleosome assembly protein 1 like 1,-0.950633158,1.88E-111,421,-0.736411679,6.64E-20,1581,2002,790
886,ENSG00000169604,ANTXR1,84168,ANTXR cell adhesion molecule 1,-0.756761082,4.74E-73,767,-0.758139478,2.67E-26,1236,2003,791
1725,ENSG00000171681,ATF7IP,55729,activating transcription factor 7 interacting protein,-0.533195696,1.97E-36,1606,-2.091559896,7.41E-67,400,2006,792
1711,ENSG00000185070,FLRT2,23768,fibronectin leucine rich transmembrane protein 2,1.079084585,6.98E-37,1592,1.915613019,4.48E-65,415,2007,793
958,ENSG00000143515,ATP8B2,57198,ATPase phospholipid transporting 8B2,0.535791267,2.40E-68,839,1.261802066,8.50E-28,1173,2012,794
1606,ENSG00000136943,CTSV,1515,cathepsin V,-2.304883559,1.27E-39,1487,-3.798377018,2.11E-54,527,2014,795
583,ENSG00000167468,GPX4,2879,glutathione peroxidase 4,-0.629225092,6.92E-105,464,-1.449007082,1.62E-20,1550,2014,796
987,ENSG00000165660,ABRAXAS2,23172,"abraxas 2, BRISC complex subunit",0.93949604,2.10E-66,868,1.035134943,1.98E-28,1148,2016,797
736,ENSG00000197006,METTL9,51108,methyltransferase like 9,-1.217721642,7.07E-86,617,-1.044834948,1.00E-22,1400,2017,798
1778,ENSG00000118503,TNFAIP3,7128,TNF alpha induced protein 3,3.511935202,8.98E-35,1659,2.885094748,3.26E-72,360,2019,799
453,ENSG00000157654,PALM2AKAP2,445815,PALM2 and AKAP2 fusion,1.302535675,1.47E-126,334,0.465147789,1.67E-18,1690,2024,800
429,ENSG00000138801,PAPSS1,9061,3'-phosphoadenosine 5'-phosphosulfate synthase 1,-1.318184772,9.70E-132,310,-0.965953879,4.29E-18,1720,2030,801
1738,ENSG00000206190,ATP10A,57194,ATPase phospholipid transporting 10A (putative),3.719800837,3.94E-36,1619,1.837574925,7.27E-65,417,2036,802
1408,ENSG00000116120,FARSB,10056,phenylalanyl-tRNA synthetase subunit beta,0.851120642,7.27E-46,1289,0.979354395,5.60E-42,748,2037,803
329,ENSG00000117859,OSBPL9,114883,oxysterol binding protein like 9,-1.133277407,9.02E-161,210,-0.49382009,1.03E-16,1830,2040,804
324,ENSG00000122884,P4HA1,5033,prolyl 4-hydroxylase subunit alpha 1,-1.801890084,3.97E-162,205,-1.009907247,1.33E-16,1835,2040,805
345,ENSG00000125430,HS3ST3B1,9953,heparan sulfate-glucosamine 3-sulfotransferase 3B1,1.54067721,2.54E-155,226,1.986351258,7.87E-17,1817,2043,806
1240,ENSG00000156860,FBRS,64319,fibrosin,1.166179118,7.34E-53,1121,1.371716185,6.26E-35,925,2046,807
1310,ENSG00000126003,PLAGL2,5326,PLAG1 like zinc finger 2,0.789840676,1.75E-49,1191,1.04013804,2.83E-37,859,2050,808
794,ENSG00000118508,RAB32,10981,"RAB32, member RAS oncogene family",1.248760715,3.68E-80,675,1.368771591,3.15E-23,1375,2050,809
380,ENSG00000184640,SEPTIN9,10801,septin 9,-1.778829332,2.86E-144,261,-1.105280622,4.21E-17,1791,2052,810
2041,ENSG00000165046,LETM2,137994,leucine zipper and EF-hand containing transmembrane protein 2,2.054510338,2.28E-28,1922,3.388656801,7.43E-129,135,2057,811
690,ENSG00000154518,ATP5MC3,518,ATP synthase membrane subunit c locus 3,-1.020155686,1.76E-90,571,-0.814943421,1.73E-21,1489,2060,812
1766,ENSG00000166224,SGPL1,8879,sphingosine-1-phosphate lyase 1,0.498575162,3.87E-35,1647,1.382348363,4.56E-65,416,2063,813
541,ENSG00000149798,CDC42EP2,10435,CDC42 effector protein 2,2.131981787,2.37E-111,422,2.407645528,3.29E-19,1641,2063,814
1284,ENSG00000214026,MRPL23,6150,mitochondrial ribosomal protein L23,-0.950592096,1.31E-50,1165,-1.458854559,5.81E-36,900,2065,815
1388,ENSG00000128951,DUT,1854,deoxyuridine triphosphatase,-0.82593372,1.25E-46,1269,-1.488510294,1.18E-39,799,2068,816
1461,ENSG00000123983,ACSL3,2181,acyl-CoA synthetase long chain family member 3,-0.626846255,2.67E-44,1342,-0.699362861,1.04E-42,727,2069,817
1213,ENSG00000274070,CASTOR2,729438,cytosolic arginine sensor for mTORC1 subunit 2,-2.430922229,4.35E-54,1094,-1.988496594,3.69E-33,975,2069,818
1175,ENSG00000067704,IARS2,55699,"isoleucyl-tRNA synthetase 2, mitochondrial",-0.639930366,9.89E-56,1056,-0.567956736,9.03E-32,1016,2072,819
806,ENSG00000011007,ELOA,6924,elongin A,0.600437919,3.34E-79,687,0.667764323,4.60E-23,1385,2072,820
558,ENSG00000064393,HIPK2,28996,homeodomain interacting protein kinase 2,1.081607749,2.22E-108,439,1.06711982,2.69E-19,1633,2072,821
1925,ENSG00000135521,LTV1,84946,LTV1 ribosome biogenesis factor,0.74275213,3.88E-31,1806,1.275847446,7.07E-85,271,2077,822
1641,ENSG00000049192,ADAMTS6,11174,ADAM metallopeptidase with thrombospondin type 1 motif 6,2.212667983,9.95E-39,1522,2.127086629,3.61E-52,555,2077,823
1039,ENSG00000114942,EEF1B2,1933,eukaryotic translation elongation factor 1 beta 2,-1.12650623,8.26E-64,920,-1.022198334,4.32E-28,1162,2082,824
1813,ENSG00000090020,SLC9A1,6548,solute carrier family 9 member A1,0.871303414,9.55E-34,1694,1.143539138,1.39E-67,389,2083,825
1445,ENSG00000087301,TXNDC16,57544,thioredoxin domain containing 16,-2.353370158,7.95E-45,1326,-3.528165478,2.29E-41,758,2084,826
1893,ENSG00000125257,ABCC4,10257,ATP binding cassette subfamily C member 4,0.828615537,7.14E-32,1774,1.213555168,1.37E-77,315,2089,827
292,ENSG00000177954,RPS27,6232,ribosomal protein S27,-1.343489793,1.88E-173,173,-0.703411623,7.53E-16,1917,2090,828
689,ENSG00000167889,MGAT5B,146664,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",-1.156968597,1.56E-90,570,-1.540878749,6.20E-21,1524,2094,829
1298,ENSG00000172175,MALT1,10892,MALT1 paracaspase,0.977197282,3.52E-50,1179,1.365555718,3.11E-35,916,2095,830
1794,ENSG00000138160,KIF11,3832,kinesin family member 11,-0.557358516,3.19E-34,1675,-1.81103656,4.38E-64,425,2100,831
713,ENSG00000176171,BNIP3,664,BCL2 interacting protein 3,-0.744310765,4.88E-88,594,-1.231932539,3.12E-21,1508,2102,832
1257,ENSG00000170734,POLH,5429,DNA polymerase eta,-0.844488085,4.37E-52,1138,-2.23856283,2.03E-33,968,2106,833
479,ENSG00000149187,CELF1,10658,CUGBP Elav-like family member 1,0.989699701,5.44E-121,360,0.843002466,1.03E-17,1749,2109,834
1576,ENSG00000131323,TRAF3,7187,TNF receptor associated factor 3,0.915984059,1.81E-40,1457,0.953686291,7.52E-46,660,2117,835
841,ENSG00000161203,AP2M1,1173,adaptor related protein complex 2 subunit mu 1,-0.608653865,2.66E-76,722,-0.738195666,9.14E-23,1395,2117,836
527,ENSG00000138193,PLCE1,51196,phospholipase C epsilon 1,-1.700483059,2.38E-113,408,-1.625950182,3.28E-18,1711,2119,837
1940,ENSG00000197594,ENPP1,5167,ectonucleotide pyrophosphatase/phosphodiesterase 1,-1.35318203,8.24E-31,1821,-2.11920498,1.12E-79,299,2120,838
1726,ENSG00000184232,OAF,220323,out at first homolog,0.629825041,1.98E-36,1607,1.779434207,3.51E-55,513,2120,839
926,ENSG00000143436,MRPL9,65005,mitochondrial ribosomal protein L9,-0.585807729,5.48E-70,807,-0.777716937,1.17E-24,1313,2120,840
481,ENSG00000173905,GOLIM4,27333,golgi integral membrane protein 4,-1.461406367,6.93E-121,362,-1.138803234,1.37E-17,1760,2122,841
1856,ENSG00000107020,PLGRKT,55848,plasminogen receptor with a C-terminal lysine,1.434051712,7.96E-33,1737,2.357356014,1.40E-67,390,2127,842
890,ENSG00000145819,ARHGAP26,23092,Rho GTPase activating protein 26,0.969115558,8.04E-73,771,0.658701646,1.27E-23,1356,2127,843
1634,ENSG00000143126,CELSR2,1952,cadherin EGF LAG seven-pass G-type receptor 2,-1.641282082,8.22E-39,1515,-2.062826008,6.63E-49,615,2130,844
156,ENSG00000170275,CRTAP,10491,cartilage associated protein,-1.643173918,1.53E-261,37,-0.792779876,4.09E-14,2093,2130,845
804,ENSG00000130202,NECTIN2,5819,nectin cell adhesion molecule 2,0.826468971,2.74E-79,685,1.07273604,5.24E-22,1446,2131,846
1897,ENSG00000072501,SMC1A,8243,structural maintenance of chromosomes 1A,-0.613949272,1.10E-31,1778,-0.853777863,1.03E-72,356,2134,847
655,ENSG00000101782,RIOK3,8780,RIO kinase 3,0.739157326,1.12E-95,536,0.645336817,1.21E-19,1604,2140,848
577,ENSG00000187514,PTMA,5757,prothymosin alpha,-0.996433183,2.05E-105,458,-0.687424912,1.39E-18,1683,2141,849
1810,ENSG00000172667,ZMAT3,64393,zinc finger matrin-type 3,-0.821091181,6.65E-34,1691,-2.082681249,1.30E-60,451,2142,850
1617,ENSG00000155304,HSPA13,6782,heat shock protein family A (Hsp70) member 13,0.558007565,2.44E-39,1498,1.476700876,4.65E-47,644,2142,851
856,ENSG00000003402,CFLAR,8837,CASP8 and FADD like apoptosis regulator,1.394946263,2.85E-75,737,1.316548569,1.20E-22,1405,2142,852
313,ENSG00000105438,KDELR1,10945,KDEL endoplasmic reticulum protein retention receptor 1,-1.038059192,4.65E-166,194,-0.718892508,1.83E-15,1954,2148,853
1780,ENSG00000120949,TNFRSF8,943,TNF receptor superfamily member 8,1.818281091,1.22E-34,1661,3.047408104,8.88E-57,492,2153,854
1793,ENSG00000113448,PDE4D,5144,phosphodiesterase 4D,1.287527262,3.17E-34,1674,3.017570247,4.32E-57,483,2157,855
688,ENSG00000141867,BRD4,23476,bromodomain containing 4,0.734866979,1.46E-90,569,0.802859474,7.65E-20,1591,2160,856
1360,ENSG00000102172,SMS,6611,spermine synthase,-0.598153733,8.85E-48,1241,-1.06880909,5.60E-35,922,2163,857
784,ENSG00000116750,UCHL5,51377,ubiquitin C-terminal hydrolase L5,0.869900893,4.73E-81,665,0.818732281,2.52E-21,1499,2164,858
2284,ENSG00000142871,CCN1,3491,cellular communication network factor 1,0.661803801,1.72E-23,2165,4.115287877,0,1,2166,859
1819,ENSG00000163577,EIF5A2,56648,eukaryotic translation initiation factor 5A2,1.236220127,1.21E-33,1700,1.896810738,9.41E-59,466,2166,860
1577,ENSG00000184220,CMSS1,84319,cms1 ribosomal small subunit homolog,0.709677567,1.82E-40,1458,1.288863479,2.76E-43,709,2167,861
1756,ENSG00000168268,NT5DC2,64943,5'-nucleotidase domain containing 2,-0.939647938,2.10E-35,1637,-1.552860056,9.66E-54,533,2170,862
1701,ENSG00000066422,ZBTB11,27107,zinc finger and BTB domain containing 11,0.629160035,4.77E-37,1582,1.047202996,7.83E-50,602,2184,863
1428,ENSG00000165271,NOL6,65083,nucleolar protein 6,0.898960763,2.59E-45,1309,1.261938608,1.14E-36,876,2185,864
116,ENSG00000198242,RPL23A,6147,ribosomal protein L23a,-1.614863823,0,1,-0.673547319,2.21E-13,2185,2186,865
1116,ENSG00000069275,NUCKS1,64710,nuclear casein kinase and cyclin dependent kinase substrate 1,-0.636826094,2.27E-59,997,-0.76992309,3.06E-27,1190,2187,866
925,ENSG00000123144,TRIR,79002,telomerase RNA component interacting RNase,-0.766191809,4.57E-70,806,-0.926791747,4.18E-23,1382,2188,867
670,ENSG00000177600,RPLP2,6181,ribosomal protein lateral stalk subunit P2,-1.233328674,4.75E-93,551,-0.925294145,2.85E-19,1637,2188,868
1309,ENSG00000182752,PAPPA,5069,pappalysin 1,2.113516262,1.29E-49,1190,1.906673038,2.21E-32,1000,2190,869
379,ENSG00000131069,ACSS2,55902,acyl-CoA synthetase short chain family member 2,-2.555573752,6.66E-145,260,-0.896455786,1.06E-15,1933,2193,870
1748,ENSG00000168874,ATOH8,84913,atonal bHLH transcription factor 8,-1.568694873,1.24E-35,1629,-3.174090957,1.34E-51,567,2196,871
639,ENSG00000167377,ZNF23,7571,zinc finger protein 23,1.710347148,2.46E-97,520,1.043000861,1.21E-18,1676,2196,872
1786,ENSG00000146918,NCAPG2,54892,non-SMC condensin II complex subunit G2,-0.847261641,1.49E-34,1667,-2.040668198,5.30E-54,531,2198,873
1532,ENSG00000140548,ZNF710,374655,zinc finger protein 710,1.134171485,5.77E-42,1413,1.723330607,3.69E-40,787,2200,874
1115,ENSG00000196365,LONP1,9361,"lon peptidase 1, mitochondrial",0.665366579,2.08E-59,996,0.679075854,5.92E-27,1204,2200,875
1965,ENSG00000214357,NEURL1B,54492,neuralized E3 ubiquitin protein ligase 1B,-1.943641803,2.61E-30,1846,-3.229240612,1.37E-72,357,2203,876
1601,ENSG00000162851,TFB2M,64216,"transcription factor B2, mitochondrial",0.7976874,7.70E-40,1482,1.697268052,6.28E-43,722,2204,877
211,ENSG00000239779,WBP1,23559,WW domain binding protein 1,-1.700277946,6.01E-218,92,-1.081845538,5.93E-14,2112,2204,878
1351,ENSG00000138796,HADH,3033,hydroxyacyl-CoA dehydrogenase,-1.225083617,5.20E-48,1232,-1.464446928,3.49E-33,973,2205,879
317,ENSG00000130706,ADRM1,11047,ADRM1 26S proteasome ubiquitin receptor,0.74386176,1.49E-164,198,0.70804271,6.79E-15,2009,2207,880
1494,ENSG00000088298,EDEM2,55741,ER degradation enhancing alpha-mannosidase like protein 2,0.802972606,6.58E-43,1375,1.377793667,3.84E-38,837,2212,881
864,ENSG00000184602,SNN,8303,stannin,-2.480998259,8.60E-75,745,-2.56150404,1.04E-21,1469,2214,882
1630,ENSG00000100902,PSMA6,5687,proteasome 20S subunit alpha 6,0.572489141,5.85E-39,1511,1.449625326,1.88E-43,705,2216,883
2174,ENSG00000081189,MEF2C,4208,myocyte enhancer factor 2C,-1.871123305,1.69E-25,2055,-2.849132179,1.44E-115,164,2219,884
726,ENSG00000174446,SNAPC5,10302,small nuclear RNA activating complex polypeptide 5,1.163862439,1.12E-86,607,1.357266689,1.62E-19,1614,2221,885
1862,ENSG00000115091,ACTR3,10096,actin related protein 3,0.442020202,1.33E-32,1743,1.101421434,4.00E-57,482,2225,886
1607,ENSG00000100647,SUSD6,9766,sushi domain containing 6,1.688441268,1.28E-39,1488,1.405966472,2.30E-42,737,2225,887
1275,ENSG00000115461,IGFBP5,3488,insulin like growth factor binding protein 5,-5.792387324,4.93E-51,1156,-4.085413535,3.13E-30,1071,2227,888
1776,ENSG00000218739,CEBPZOS,100505876,CEBPZ opposite strand,-0.91891525,8.32E-35,1657,-0.859985423,4.23E-51,574,2231,889
1031,ENSG00000088826,SMOX,54498,spermine oxidase,1.878041842,4.41E-64,912,1.788606277,2.27E-24,1323,2235,890
623,ENSG00000142937,RPS8,6202,ribosomal protein S8,-0.758881252,5.25E-99,504,-0.562076806,5.72E-18,1733,2237,891
2075,ENSG00000196449,YRDC,79693,yrdC N6-threonylcarbamoyltransferase domain containing,1.239711945,1.12E-27,1956,2.365580697,5.60E-83,282,2238,892
1253,ENSG00000017797,RALBP1,10928,ralA binding protein 1,-0.488507719,2.89E-52,1134,-0.807940174,2.68E-29,1105,2239,893
572,ENSG00000169554,ZEB2,9839,zinc finger E-box binding homeobox 2,1.277538758,1.28E-105,453,0.67852202,3.43E-17,1788,2241,894
1599,ENSG00000152684,PELO,53918,pelota mRNA surveillance and ribosome rescue factor,0.907885796,6.56E-40,1480,1.264468177,2.70E-41,764,2244,895
1036,ENSG00000148498,PARD3,56288,par-3 family cell polarity regulator,0.729084338,7.11E-64,917,0.688381197,2.58E-24,1329,2246,896
2121,ENSG00000108840,HDAC5,10014,histone deacetylase 5,-0.864845737,1.70E-26,2002,-2.84845336,3.33E-89,249,2251,897
1217,ENSG00000134013,LOXL2,4017,lysyl oxidase like 2,-0.604101447,5.94E-54,1098,-0.66724623,6.05E-28,1167,2265,898
1270,ENSG00000109220,CHIC2,26511,cysteine rich hydrophobic domain 2,1.283455433,2.46E-51,1151,1.916297019,4.32E-29,1116,2267,899
645,ENSG00000146587,RBAK,57786,RB associated KRAB zinc finger,1.280839939,3.84E-97,526,0.8834421,8.37E-18,1744,2270,900
635,ENSG00000187239,FNBP1,23048,formin binding protein 1,-0.686625188,1.31E-97,516,-0.769199806,1.35E-17,1759,2275,901
1189,ENSG00000165821,SALL2,6297,spalt like transcription factor 2,-1.690325153,3.32E-55,1070,-1.828563445,6.02E-27,1206,2276,902
621,ENSG00000175073,VCPIP1,80124,valosin containing protein interacting protein 1,1.363996242,2.13E-99,502,0.883104323,2.56E-17,1779,2281,903
410,ENSG00000110711,AIP,9049,aryl hydrocarbon receptor interacting protein,-1.23266483,1.10E-134,291,-1.094138342,3.53E-15,1991,2282,904
1314,ENSG00000089234,BRAP,8315,BRCA1 associated protein,1.116141292,2.57E-49,1195,1.010053937,1.34E-29,1090,2285,905
1433,ENSG00000163162,RNF149,284996,ring finger protein 149,1.036856771,3.43E-45,1314,1.104653765,2.56E-33,972,2286,906
404,ENSG00000136271,DDX56,54606,DEAD-box helicase 56,1.037386384,1.32E-135,285,0.890704657,5.44E-15,2004,2289,907
1933,ENSG00000128590,DNAJB9,4189,DnaJ heat shock protein family (Hsp40) member B9,1.246823057,6.32E-31,1814,2.298773422,1.44E-57,477,2291,908
1873,ENSG00000108852,MPP2,4355,MAGUK p55 scaffold protein 2,-1.160541256,2.54E-32,1754,-2.502250111,1.71E-53,537,2291,909
1503,ENSG00000169515,CCDC8,83987,coiled-coil domain containing 8,-0.902727198,1.33E-42,1384,-1.246427996,1.23E-35,907,2291,910
1511,ENSG00000187231,SESTD1,91404,SEC14 and spectrin domain containing 1,-1.28927129,2.16E-42,1392,-1.466037101,7.40E-36,901,2293,911
1060,ENSG00000078304,PPP2R5C,5527,protein phosphatase 2 regulatory subunit B'gamma,-0.649537385,6.23E-63,941,-0.685605517,1.09E-23,1353,2294,912
1638,ENSG00000157456,CCNB2,9133,cyclin B2,-0.632793955,8.68E-39,1519,-1.80566063,1.26E-40,777,2296,913
838,ENSG00000170889,RPS9,6203,ribosomal protein S9,-1.127289514,1.24E-76,719,-0.966902429,6.56E-20,1580,2299,914
1566,ENSG00000126749,EMG1,10436,EMG1 N1-specific pseudouridine methyltransferase,0.843023451,1.03E-40,1447,1.141559525,1.76E-37,853,2300,915
2059,ENSG00000158985,CDC42SE2,56990,CDC42 small effector 2,0.639360111,4.98E-28,1940,1.441177693,1.05E-71,362,2302,916
562,ENSG00000131370,SH3BP5,9467,SH3 domain binding protein 5,-1.600047141,4.32E-108,443,-1.09579193,2.33E-16,1859,2302,917
188,ENSG00000118181,RPS25,6230,ribosomal protein S25,-1.66872401,7.13E-237,69,-0.772129006,6.96E-13,2235,2304,918
6,ENSG00000058668,ATP2B4,493,ATPase plasma membrane Ca2+ transporting 4,-2.774471261,0,1,-1.089625471,2.82E-12,2304,2305,919
615,ENSG00000100575,TIMM9,26520,translocase of inner mitochondrial membrane 9,1.193246138,1.63E-100,496,0.928855816,7.27E-17,1810,2306,920
2318,ENSG00000128016,ZFP36,7538,ZFP36 ring finger protein,1.185870325,7.22E-23,2199,3.450088391,1.16E-137,118,2317,921
1530,ENSG00000113391,FAM172A,83989,family with sequence similarity 172 member A,-1.734702411,5.63E-42,1411,-1.686901197,1.81E-35,909,2320,922
307,ENSG00000168917,SLC35G2,80723,solute carrier family 35 member G2,2.54962261,1.51E-167,188,1.510797755,9.06E-14,2135,2323,923
1500,ENSG00000104332,SFRP1,6422,secreted frizzled related protein 1,-0.70654139,1.27E-42,1381,-1.838902516,3.55E-34,944,2325,924
218,ENSG00000170004,CHD3,1107,chromodomain helicase DNA binding protein 3,-1.28643456,1.12E-210,99,-0.884687968,5.92E-13,2228,2327,925
378,ENSG00000134363,FST,10468,follistatin,4.209430682,3.29E-145,259,1.322270382,2.84E-14,2075,2334,926
2147,ENSG00000198853,RUSC2,9853,RUN and SH3 domain containing 2,0.636069553,5.39E-26,2028,1.700530697,1.40E-78,307,2335,927
1490,ENSG00000094914,AAAS,8086,aladin WD repeat nucleoporin,-0.940912943,3.36E-43,1371,-1.649039748,1.28E-33,964,2335,928
684,ENSG00000104331,BPNT2,54928,"3'(2'), 5'-bisphosphate nucleotidase 2",-0.979082203,1.06E-90,565,-0.562874274,1.85E-17,1772,2337,929
999,ENSG00000196177,ACADSB,36,acyl-CoA dehydrogenase short/branched chain,-1.644507543,6.24E-66,880,-1.076836156,7.45E-22,1458,2338,930
710,ENSG00000196405,EVL,51466,Enah/Vasp-like,-1.194157467,2.97E-88,591,-1.142990727,1.06E-17,1750,2341,931
544,ENSG00000082781,ITGB5,3693,integrin subunit beta 5,-1.26639744,5.50E-111,425,-0.950938114,7.77E-16,1918,2343,932
1938,ENSG00000179562,GCC1,79571,GRIP and coiled-coil domain containing 1,0.750824633,7.55E-31,1819,1.469074439,1.56E-54,525,2344,933
2263,ENSG00000182580,EPHB3,2049,EPH receptor B3,-3.442405966,6.17E-24,2144,-2.179156909,2.06E-102,202,2346,934
1968,ENSG00000117308,GALE,2582,UDP-galactose-4-epimerase,0.807797093,3.18E-30,1849,1.559066352,4.03E-56,499,2348,935
289,ENSG00000141279,NPEPPS,9520,aminopeptidase puromycin sensitive,-0.948912217,4.48E-174,170,-0.448195164,2.06E-13,2179,2349,936
1615,ENSG00000136807,CDK9,1025,cyclin dependent kinase 9,0.621101745,2.22E-39,1496,1.012616651,2.70E-37,858,2354,937
2320,ENSG00000186480,INSIG1,3638,insulin induced gene 1,-1.112679095,7.61E-23,2201,-2.401941578,1.42E-117,158,2359,938
1438,ENSG00000133028,SCO1,6341,synthesis of cytochrome C oxidase 1,0.601511132,5.34E-45,1319,1.106111014,6.04E-31,1040,2359,939
995,ENSG00000160310,PRMT2,3275,protein arginine methyltransferase 2,-1.141387975,4.98E-66,876,-1.722221546,1.49E-21,1483,2359,940
1908,ENSG00000153037,SRP19,6728,signal recognition particle 19,0.770849024,1.71E-31,1789,1.488101122,2.15E-51,571,2360,941
872,ENSG00000140688,RUSF1,64755,RUS family member 1,0.765436682,2.85E-74,753,0.592678168,1.49E-19,1610,2363,942
